Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,/tasks/263,1,0,26.1326999971061,26.1326999971061,26.1326999971061,26.1326999971061,0.0,0.008390567633852021,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/tasks/263,1,0,4.694999995990656,4.694999995990656,4.694999995990656,4.694999995990656,92.0,0.008390567633852021,0.0,5,5,5,5,5,5,5,5,5,5,5
PATCH,/tasks/263,1,0,42.55459999694722,42.55459999694722,42.55459999694722,42.55459999694722,92.0,0.008390567633852021,0.0,43,43,43,43,43,43,43,43,43,43,43
GET,/tasks/264,1,0,3.7881000025663525,3.7881000025663525,3.7881000025663525,3.7881000025663525,93.0,0.008390567633852021,0.0,4,4,4,4,4,4,4,4,4,4,4
PATCH,/tasks/264,2,0,11,11.082149998401292,10.796900001878385,11.367399994924199,92.0,0.016781135267704042,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,/tasks/268,1,0,6.769300001906231,6.769300001906231,6.769300001906231,6.769300001906231,0.0,0.008390567633852021,0.0,7,7,7,7,7,7,7,7,7,7,7
PATCH,/tasks/268,1,0,165.9630000067409,165.9630000067409,165.9630000067409,165.9630000067409,96.0,0.008390567633852021,0.0,170,170,170,170,170,170,170,170,170,170,170
PUT,/tasks/268,1,0,8.718999997654464,8.718999997654464,8.718999997654464,8.718999997654464,96.0,0.008390567633852021,0.0,9,9,9,9,9,9,9,9,9,9,9
DELETE,/tasks/269,1,0,7.323000005271751,7.323000005271751,7.323000005271751,7.323000005271751,0.0,0.008390567633852021,0.0,7,7,7,7,7,7,7,7,7,7,7
PATCH,/tasks/271,1,0,21.730499996920116,21.730499996920116,21.730499996920116,21.730499996920116,88.0,0.008390567633852021,0.0,22,22,22,22,22,22,22,22,22,22,22
PUT,/tasks/272,2,0,9.250399998563807,10.291700000379933,9.250399998563807,11.333000002196059,96.0,0.016781135267704042,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,/tasks/274,1,0,12.183600003481843,12.183600003481843,12.183600003481843,12.183600003481843,0.0,0.008390567633852021,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/tasks/276,2,0,4,4.315750004025176,3.6734000022988766,4.958100005751476,95.5,0.016781135267704042,0.0,5,5,5,5,5,5,5,5,5,5,5
PUT,/tasks/276,3,0,10,218.77976666534474,8.119099999021273,638.0472000018926,95.66666666666667,0.025171702901556063,0.0,10,10,640,640,640,640,640,640,640,640,640
DELETE,/tasks/277,1,0,9.506800000963267,9.506800000963267,9.506800000963267,9.506800000963267,0.0,0.008390567633852021,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/tasks/277,2,0,4.230999998981133,11.63309999901685,4.230999998981133,19.035199999052566,93.0,0.016781135267704042,0.0,19,19,19,19,19,19,19,19,19,19,19
PATCH,/tasks/278,1,0,7.48839999869233,7.48839999869233,7.48839999869233,7.48839999869233,92.0,0.008390567633852021,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/tasks/279,1,0,8.355999998457264,8.355999998457264,8.355999998457264,8.355999998457264,96.0,0.008390567633852021,0.0,8,8,8,8,8,8,8,8,8,8,8
PUT,/tasks/279,2,0,12,13.44914999572211,11.68399999733083,15.21429999411339,96.0,0.016781135267704042,0.0,15,15,15,15,15,15,15,15,15,15,15
PATCH,/tasks/280,2,0,5,10.512749999179505,4.7952000022633,16.23029999609571,88.0,0.016781135267704042,0.0,16,16,16,16,16,16,16,16,16,16,16
