Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PATCH,/tasks/1131,1,0,7.050800006254576,7.050800006254576,7.050800006254576,7.050800006254576,90.0,0.004177661079744785,0.0,7,7,7,7,7,7,7,7,7,7,7
DELETE,/tasks/1134,1,0,8.38629999634577,8.38629999634577,8.38629999634577,8.38629999634577,0.0,0.004177661079744785,0.0,8,8,8,8,8,8,8,8,8,8,8
PUT,/tasks/1134,1,0,23.351700001512654,23.351700001512654,23.351700001512654,23.351700001512654,97.0,0.004177661079744785,0.0,23,23,23,23,23,23,23,23,23,23,23
PATCH,/tasks/1136,1,0,12.616699998034164,12.616699998034164,12.616699998034164,12.616699998034164,97.0,0.004177661079744785,0.0,13,13,13,13,13,13,13,13,13,13,13
PUT,/tasks/1136,1,0,41.58439999446273,41.58439999446273,41.58439999446273,41.58439999446273,97.0,0.004177661079744785,0.0,42,42,42,42,42,42,42,42,42,42,42
GET,/tasks/1138,1,0,4.024199995910749,4.024199995910749,4.024199995910749,4.024199995910749,90.0,0.004177661079744785,0.0,4,4,4,4,4,4,4,4,4,4,4
PATCH,/tasks/1138,1,0,7.416100001137238,7.416100001137238,7.416100001137238,7.416100001137238,90.0,0.004177661079744785,0.0,7,7,7,7,7,7,7,7,7,7,7
PUT,/tasks/1142,1,0,44.795400004659314,44.795400004659314,44.795400004659314,44.795400004659314,97.0,0.004177661079744785,0.0,45,45,45,45,45,45,45,45,45,45,45
DELETE,/tasks/1143,1,0,34.08079999644542,34.08079999644542,34.08079999644542,34.08079999644542,0.0,0.004177661079744785,0.0,34,34,34,34,34,34,34,34,34,34,34
GET,/tasks/1143,1,0,33.94349999871338,33.94349999871338,33.94349999871338,33.94349999871338,90.0,0.004177661079744785,0.0,34,34,34,34,34,34,34,34,34,34,34
PATCH,/tasks/1143,2,0,6.473399997048546,94.58894999625045,6.473399997048546,182.70449999545235,89.5,0.00835532215948957,0.0,180,180,180,180,180,180,180,180,180,180,180
PUT,/tasks/1144,2,0,44,130.2919000008842,43.545799999265,217.0380000025034,97.0,0.00835532215948957,0.0,220,220,220,220,220,220,220,220,220,220,220
PATCH,/tasks/1145,1,0,8.639100000436883,8.639100000436883,8.639100000436883,8.639100000436883,89.0,0.004177661079744785,0.0,9,9,9,9,9,9,9,9,9,9,9
PATCH,/tasks/1147,1,0,7.9863000064506195,7.9863000064506195,7.9863000064506195,7.9863000064506195,90.0,0.004177661079744785,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/tasks/1149,1,0,9.840999999141786,9.840999999141786,9.840999999141786,9.840999999141786,90.0,0.004177661079744785,0.0,10,10,10,10,10,10,10,10,10,10,10
DELETE,/tasks/1150,1,0,21.166200000152458,21.166200000152458,21.166200000152458,21.166200000152458,0.0,0.004177661079744785,0.0,21,21,21,21,21,21,21,21,21,21,21
GET,/tasks/1150,1,0,9.477999999944586,9.477999999944586,9.477999999944586,9.477999999944586,90.0,0.004177661079744785,0.0,9,9,9,9,9,9,9,9,9,9,9
DELETE,/tasks/1151,1,0,8.103100000880659,8.103100000880659,8.103100000880659,8.103100000880659,0.0,0.004177661079744785,0.0,8,8,8,8,8,8,8,8,8,8,8
PATCH,/tasks/1151,1,0,14.801600002101623,14.801600002101623,14.801600002101623,14.801600002101623,89.0,0.004177661079744785,0.0,15,15,15,15,15,15,15,15,15,15,15
PATCH,/tasks/1152,1,0,38.316100006341,38.316100006341,38.316100006341,38.316100006341,89.0,0.004177661079744785,0.0,38,38,38,38,38,38,38,38,38,38,38
GET,/tasks/1153,1,0,5.156799998076167,5.156799998076167,5.156799998076167,5.156799998076167,89.0,0.004177661079744785,0.0,5,5,5,5,5,5,5,5,5,5,5
PATCH,/tasks/1153,1,0,11.800499996752478,11.800499996752478,11.800499996752478,11.800499996752478,89.0,0.004177661079744785,0.0,12,12,12,12,12,12,12,12,12,12,12
PUT,/tasks/1154,1,0,10.443999999552034,10.443999999552034,10.443999999552034,10.443999999552034,97.0,0.004177661079744785,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/tasks/1155,1,0,4.1442000001552515,4.1442000001552515,4.1442000001552515,4.1442000001552515,89.0,0.004177661079744785,0.0,4,4,4,4,4,4,4,4,4,4,4
DELETE,/tasks/1159,1,0,23.62360000552144,23.62360000552144,23.62360000552144,23.62360000552144,0.0,0.004177661079744785,0.0,24,24,24,24,24,24,24,24,24,24,24
PATCH,/tasks/1159,1,0,12.810599997465033,12.810599997465033,12.810599997465033,12.810599997465033,90.0,0.004177661079744785,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/tasks/1161,2,0,12,28.79899999970803,11.909000000741798,45.68899999867426,90.0,0.00835532215948957,0.0,46,46,46,46,46,46,46,46,46,46,46
GET,/tasks/1162,1,0,4.431499997735955,4.431499997735955,4.431499997735955,4.431499997735955,90.0,0.004177661079744785,0.0,4,4,4,4,4,4,4,4,4,4,4
