Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
PATCH,/tasks/315,1,0,4.578000000037719,4.578000000037719,4.578000000037719,4.578000000037719,96.0,0.008393268043136766,0.0,5,5,5,5,5,5,5,5,5,5,5
PUT,/tasks/315,1,0,7.827599998563528,7.827599998563528,7.827599998563528,7.827599998563528,96.0,0.008393268043136766,0.0,8,8,8,8,8,8,8,8,8,8,8
DELETE,/tasks/316,1,0,9.584500003256835,9.584500003256835,9.584500003256835,9.584500003256835,0.0,0.008393268043136766,0.0,10,10,10,10,10,10,10,10,10,10,10
PUT,/tasks/317,1,0,9.148500001174398,9.148500001174398,9.148500001174398,9.148500001174398,96.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/tasks/320,1,0,13.733599997067358,13.733599997067358,13.733599997067358,13.733599997067358,89.0,0.008393268043136766,0.0,14,14,14,14,14,14,14,14,14,14,14
PATCH,/tasks/320,1,0,6.1561999973491766,6.1561999973491766,6.1561999973491766,6.1561999973491766,89.0,0.008393268043136766,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/tasks/321,1,0,6.3336999955936335,6.3336999955936335,6.3336999955936335,6.3336999955936335,89.0,0.008393268043136766,0.0,6,6,6,6,6,6,6,6,6,6,6
DELETE,/tasks/322,1,0,10.864200005016755,10.864200005016755,10.864200005016755,10.864200005016755,0.0,0.008393268043136766,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,/tasks/323,1,0,19.583400004194118,19.583400004194118,19.583400004194118,19.583400004194118,0.0,0.008393268043136766,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,/tasks/323,1,0,3.824399995210115,3.824399995210115,3.824399995210115,3.824399995210115,89.0,0.008393268043136766,0.0,4,4,4,4,4,4,4,4,4,4,4
PATCH,/tasks/323,1,0,5.30310000613099,5.30310000613099,5.30310000613099,5.30310000613099,89.0,0.008393268043136766,0.0,5,5,5,5,5,5,5,5,5,5,5
PUT,/tasks/323,1,0,10.936600003333297,10.936600003333297,10.936600003333297,10.936600003333297,96.0,0.008393268043136766,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/tasks/324,2,0,4,3.902399999788031,3.5504000043147244,4.254399995261338,89.0,0.01678653608627353,0.0,4,4,4,4,4,4,4,4,4,4,4
PATCH,/tasks/324,1,0,6.667099994956516,6.667099994956516,6.667099994956516,6.667099994956516,89.0,0.008393268043136766,0.0,7,7,7,7,7,7,7,7,7,7,7
PUT,/tasks/324,2,0,10,38.03324999898905,9.57629999902565,66.49019999895245,96.0,0.01678653608627353,0.0,66,66,66,66,66,66,66,66,66,66,66
PATCH,/tasks/325,1,0,11.058800002501812,11.058800002501812,11.058800002501812,11.058800002501812,88.0,0.008393268043136766,0.0,11,11,11,11,11,11,11,11,11,11,11
PATCH,/tasks/326,3,0,20,17.119300001165055,9.052499997778796,22.748400006094016,88.33333333333333,0.0251798041294103,0.0,20,20,23,23,23,23,23,23,23,23,23
GET,/tasks/327,1,0,3.179799998179078,3.179799998179078,3.179799998179078,3.179799998179078,89.0,0.008393268043136766,0.0,3,3,3,3,3,3,3,3,3,3,3
PATCH,/tasks/328,2,0,7,14.32944999760366,6.764099998690654,21.894799996516667,88.0,0.01678653608627353,0.0,22,22,22,22,22,22,22,22,22,22,22
PATCH,/tasks/329,1,0,7.793799995852169,7.793799995852169,7.793799995852169,7.793799995852169,89.0,0.008393268043136766,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/tasks/330,3,0,5,8.588066668986963,4.578000000037719,16.56590000493452,93.66666666666667,0.0251798041294103,0.0,5,5,17,17,17,17,17,17,17,17,17
PATCH,/tasks/330,3,0,9,9.025333332829177,5.356200003006961,12.307199998758733,94.33333333333333,0.0251798041294103,0.0,9,9,12,12,12,12,12,12,12,12,12
PUT,/tasks/330,5,0,11,18.825760000618175,9.968600003048778,38.9318999950774,96.0,0.04196634021568383,0.0,11,23,23,39,39,39,39,39,39,39,39
DELETE,/tasks/331,1,0,9.060199998202734,9.060199998202734,9.060199998202734,9.060199998202734,0.0,0.008393268043136766,0.0,9,9,9,9,9,9,9,9,9,9,9
PATCH,/tasks/331,1,0,10.076799997477792,10.076799997477792,10.076799997477792,10.076799997477792,88.0,0.008393268043136766,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/tasks/332,1,0,4.1263999955845065,4.1263999955845065,4.1263999955845065,4.1263999955845065,89.0,0.008393268043136766,0.0,4,4,4,4,4,4,4,4,4,4,4
PATCH,/tasks/333,1,0,12.442899998859502,12.442899998859502,12.442899998859502,12.442899998859502,97.0,0.008393268043136766,0.0,12,12,12,12,12,12,12,12,12,12,12
PUT,/tasks/333,1,0,37.92020000400953,37.92020000400953,37.92020000400953,37.92020000400953,96.0,0.008393268043136766,0.0,38,38,38,38,38,38,38,38,38,38,38
DELETE,/tasks/334,1,0,9.703899995656684,9.703899995656684,9.703899995656684,9.703899995656684,0.0,0.008393268043136766,0.0,10,10,10,10,10,10,10,10,10,10,10
DELETE,/tasks/335,1,0,11.002699997334275,11.002699997334275,11.002699997334275,11.002699997334275,0.0,0.008393268043136766,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,/tasks/336,1,0,7.644299999810755,7.644299999810755,7.644299999810755,7.644299999810755,0.0,0.008393268043136766,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/tasks/336,1,0,7.415299995045643,7.415299995045643,7.415299995045643,7.415299995045643,89.0,0.008393268043136766,0.0,7,7,7,7,7,7,7,7,7,7,7
PATCH,/tasks/336,2,0,8.143399994878564,9.308549997513182,8.143399994878564,10.473700000147801,88.5,0.01678653608627353,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/tasks/338,1,0,10.002600000007078,10.002600000007078,10.002600000007078,10.002600000007078,89.0,0.008393268043136766,0.0,10,10,10,10,10,10,10,10,10,10,10
